imdbID,long imdb title,cast,genres,runtimes,country codes,language codes,year,director,rating,votes,companies,full-size cover url,plot
0073486,One Flew Over the Cuckoo's Nest (1975),0077720 0110480 0111954 0113000 0001079 0191784 0000362 0240239 0253574 0271753,drama,133,us,en,1975,0001232,8.7,1030944,0066949 0068126 0046377,https://m.media-amazon.com/images/M/MV5BZjA0OWVhOTAtYWQxNi00YzNhLWI4ZjYtNjFjZTEyYjJlNDVlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg,Fall Korean War veteran criminal pleads insanity mental institution scared patients tyrannical nurse
0264464,Catch Me If You Can (2002),0000138 0000158 0000686 0000640 0000882 0010736 0000981 0397788 0400606 0247611,biography crime drama,141,us ca,en fr,2002,0000229,8.1,1025062,0819670 0084134 0112912 0108321 0009119 0005803,https://m.media-amazon.com/images/M/MV5BMTY5MzYzNjc5NV5BMl5BanBnXkFtZTYwNTUyNTc2.jpg,Frank skilled forger doctor lawyer pilot FBI agent Carl becomes con man pursuit
0114709,Toy Story (1995),0000158 0000741 0725543 0001815 0001728 0001652 0001633 0606658 0902184 0582418,animation adventure comedy family fantasy,81,us jp,en,1995,0005124,8.3,1021358,0008970 0017902,https://m.media-amazon.com/images/M/MV5BMDU2ZWJlMjktMTRhMy00ZTA5LWEzNDgtYmNmZTEwZTViZWJkXkEyXkFqcGdeQXVyNDQ2OTk4MzI@.jpg,cowboy doll jealous new spaceman action figure top toy boy bedroom
0107290,Jurassic Park (1993),0000554 0000368 0000156 0000277 0669629 0274684 0000703 0001515 0000611 0000168,action adventure sci-fi thriller,127,us,en es,1993,0000229,8.2,1016899,0005073 0009119,https://m.media-amazon.com/images/M/MV5BMjM2MDgxMDg0Nl5BMl5BanBnXkFtZTgwNTM2OTM5NDE@.jpg,pragmatic paleontologist complete theme park island Central America couple kids power failure park cloned dinosaurs
0167404,The Sixth Sense (1999),0000246 0005286 0001057 0931404 0605080 0005531 0848534 1005688 0635769 0280245,drama mystery thriller,107,us,en la es,1999,0796117,8.2,1012949,0076240 0031181 0013175 0018092,https://m.media-amazon.com/images/M/MV5BMWM4NTFhYjctNzUyNi00NGMwLTk3NTYtMDIyNTZmMzRlYmQyXkEyXkFqcGdeQXVyMTAwMzUyOTc@.jpg,Malcolm Crowe child psychologist young boy Cole dead people convinces turn Cole Malcolm reconcile estranged wife
2267998,Gone Girl (2014),0000255 0683253 0000439 1347153 4689420 0225332 0297578 0166359 0051862 0701512,drama mystery thriller,149,us,en,2014,0000399,8.1,1011193,0000756 0007127 0420822 0007127 0373561,https://m.media-amazon.com/images/M/MV5BMTk0MDQ3MzAzOV5BMl5BanBnXkFtZTgwNzU1NzE3MjE@.jpg,wife disappearance focus intense media circus man spotlight innocent
0119217,Good Will Hunting (1997),0000354 0000255 0001745 0585906 0538259 0565494 0000729 0369513 0580436 0820538,drama romance,126,us,en,1997,0001814,8.3,1006757,0022594 0031032 0093776,https://m.media-amazon.com/images/M/MV5BOTI0MzcxMTYtZDVkMy00NjY1LTgyMTYtZmUxN2M3NmQ2NWJhXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg,Hunting janitor M.I.T. gift mathematics help psychologist direction life
0477348,No Country for Old Men (2007),0000169 0000849 0000982 0000437 0531808 0226813 0002128 0179224 0740535 0003923,crime drama thriller,122,us,en es,2007,0001053 0001054,8.2,1004289,0179341 0022594 0093765 0068186,https://m.media-amazon.com/images/M/MV5BMjA5Njk3MjM4OV5BMl5BanBnXkFtZTcwMTc5MTE1MQ@@.jpg,Violence mayhem ensue hunter drug deal wrong dollars cash Rio Grande
0082971,Indiana Jones and the Raiders of the Lost Ark (1981),0000148 0000261 0293550 0479951 0722636 0001186 0000547 0434759 0001891 0846004,action adventure,115,us,en de he es ar ne,1981,0000229,8.4,991016,0023400 0071326,https://m.media-amazon.com/images/M/MV5BNTU2ODkyY2MtMjU1NC00NjE1LWEzYjgtMWQ3MzRhMTE0NDc0XkEyXkFqcGdeQXVyMjM4MzQ4OTQ@.jpg,archaeologist adventurer Indiana Jones U.S. government Ark Covenant Nazis awesome powers
0268978,A Beautiful Mind (2001),0000128 0000438 0000124 0001626 0079273 0004965 0524197 0710829 0337020 0002139,biography drama,135,us,en,2001,0000165,8.2,952192,0005073 0819670 0003687,https://m.media-amazon.com/images/M/MV5BMzcwYWFkYzktZjAzNC00OGY1LWI4YTgtNzc5MzVjMDVmNjY0XkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg,John Nash brilliant asocial mathematician secret work cryptography life turn nightmarish
1392170,The Hunger Games (2012),0001804 0004747 2225369 3094377 2955013 0006969 0480808 0539155 0341421 3355596,action adventure sci-fi thriller,142,us,en,2012,0002657,7.2,950391,0173285 0212151,https://m.media-amazon.com/images/M/MV5BMjA4NDg3NzYxMF5BMl5BanBnXkFtZTcwNTgyNzkyNw@@.jpg,Katniss Everdeen younger sister place Hunger Games televised competition teenagers twelve Districts Panem random death
2488496,Star Wars: Episode VII - The Force Awakens (2015),0000148 0000434 0000402 3485845 5397459 3915784 1209966 2143282 0785227 1727304,action adventure sci-fi,138,us,en,2015,0009190,7.8,948821,0071326 0021593 0008970,https://m.media-amazon.com/images/M/MV5BOTAzODEzNDAzMl5BMl5BanBnXkFtZTgwMDU1MTgzNzE@.jpg,new threat galaxy Rey desert scavenger Finn ex-stormtrooper Han Solo Chewbacca hope peace
0198781,"Monsters, Inc. (2001)",0000422 0000345 0316701 0000114 0000336 0000236 0677037 0001652 0000568 0314870,animation adventure comedy family fantasy,92,us jp,en,2001,0230032 0798899 0881279,8.1,934817,0017902 0008970,https://m.media-amazon.com/images/M/MV5BMTY1NTI0ODUyOF5BMl5BanBnXkFtZTgwNTEyNjQ0MDE@.jpg,order power city monsters children children toxic monsters child monsters things
2582802,Whiplash (2014),1886602 0799777 0001663 2552034 3271473 4336119 0611889 0348515 0819320 1045739,drama music,106,us,en,2014,3227090,8.5,908873,0135575 0098315 0280848 0276464,https://m.media-amazon.com/images/M/MV5BOTA5NDZlZGUtMjAxOS00YTRkLTkwYmMtYWQ0NWEwZDZiNjEzXkEyXkFqcGdeQXVyMTMxODk2OTU@.jpg,promising young drummer enrolls cut-throat music conservatory dreams greatness instructor nothing student potential
0078748,Alien (1979),0000643 0000244 0001021 0001765 0000457 0000453 0001433 0045993 0395600 0694101,horror sci-fi,117,gb us,en,1979,0000631,8.5,905648,0132161,https://m.media-amazon.com/images/M/MV5BOGQzZTBjMjQtOTVmMS00NGE5LWEyYmMtOGQ1ZGZjNmRkYjFhXkEyXkFqcGdeQXVyMjUzOTY1NTc@.jpg,crew commercial spacecraft deadly lifeform unknown transmission
1201607,Harry Potter and the Deathly Hallows: Part 2 (2011),0000146 0002091 0000614 0705356 0342488 0914612 2121541 1727304 0993242 0001116,adventure family fantasy mystery,130,gb us,en la,2011,0946734,8.1,903136,0002663 0159772 0016492,https://m.media-amazon.com/images/M/MV5BMGVmMWNiMDktYjQ0Mi00MWIxLTk0N2UtN2ZlYTdkN2IzNDNlXkEyXkFqcGdeQXVyODE5NzE3OTE@.jpg,Harry Ron Hermione search Voldemort Horcruxes effort Dark Lord final battle rages Hogwarts
0095016,Die Hard (1988),0000246 0000889 0001817 0322339 0924636 0040472 0000952 0793363 0000614 0324231,action thriller,132,us,en de it ja,1988,0001532,8.2,903036,0000756 0119038 0019968,https://m.media-amazon.com/images/M/MV5BZjRlNDUxZjAtOGQ4OC00OTNlLTgxNmQtYTBmMDgwZmNmNjkxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@.jpg,New York City police officer estranged wife several others hostage terrorists Christmas party Nakatomi Plaza Los Angeles
0088247,The Terminator (1984),0000216 0000299 0000157 0934902 0000448 0001685 0609477 0091286 0588241 0770974,action sci-fi,107,gb us,en es,1984,0000116,8.1,887844,0779514 0215706 0056805 0777708,https://m.media-amazon.com/images/M/MV5BYTViNzMxZjEtZGEwNy00MDNiLWIzNGQtZDY2MjQ1OWViZjFmXkEyXkFqcGdeQXVyNzkwMjQ5NzM@.jpg,human soldier indestructible cyborg machine year young woman unborn son key humanity future salvation
2395427,Avengers: Age of Ultron (2015),0000375 1165110 0749263 0262635 0424060 0719637 0000652 0000168 0000332 1093951,action adventure sci-fi,141,us,en ko,2015,0923736,7.3,887854,0051941 0008970,https://m.media-amazon.com/images/M/MV5BMTM4OGJmNWMtOTM4Ni00NTE3LTg3MDItZmQxYjc4N2JhNmUxXkEyXkFqcGdeQXVyNTgzMDMzMTg@.jpg,Tony Stark Bruce Banner dormant peacekeeping program Ultron things Earth mightiest heroes villainous Ultron terrible plan
1675434,The Intouchables (2011),0167388 1082477 0494504 1109153 1525639 0597042 2031248 3994610 5511912 5511483,biography comedy drama,112,fr,fr en,2011,0619923 0865918,8.5,883920,0093197 0387248 0028557 0028908 0028766 0296426 0172053 0079764,https://m.media-amazon.com/images/M/MV5BMTYxNDA3MDQwNl5BMl5BanBnXkFtZTcwNTU4Mzc1Nw@@.jpg,quadriplegic paragliding accident aristocrat young man projects caregiver
3659388,The Martian (2015),0000354 1567113 1325419 0001099 0671567 0000293 0544718 1659221 0377336 0252230,adventure drama sci-fi,144,us gb hu jo,en cmn,2015,0000631,8.0,881337,0000756 0420822 0074212 0301801 0068734 0566686 0177233,https://m.media-amazon.com/images/M/MV5BMTc2MTQ3MDA1Nl5BMl5BanBnXkFtZTgwODA3OTI4NjE@.jpg,astronaut becomes Mars team dead ingenuity way alive potential rescue
0208092,Snatch (2000),0011744 0065307 0065874 0001971 0118473 0134774 0172577 0172709 0179893 0192330,comedy crime,104,gb us,en ru,2000,0005363,8.2,875903,0050868 0000750,https://m.media-amazon.com/images/M/MV5BMTA2NDYxOGYtYjU1Mi00Y2QzLTgxMTQtMWI1MGI0ZGQ5MmU4XkEyXkFqcGdeQXVyNDk3NzU2MTQ@.jpg,Unscrupulous promoters violent bookmakers Russian gangster incompetent amateur robbers Jewish jewelers priceless diamond
1300854,Iron Man 3 (2013),0000375 0000569 0000332 0001602 0356017 0269463 0001426 0197647 1210895 0079273,action adventure sci-fi,130,us,en,2013,0000948,7.1,871243,0051941 0023400 0020509 0012496 0081189,https://m.media-amazon.com/images/M/MV5BMjE5MzcyNjk1M15BMl5BanBnXkFtZTcwMjQ4MjcxOQ@@.jpg,Tony Stark world torn formidable terrorist Mandarin odyssey retribution
0800369,Thor (2011),1165110 0000204 1089991 0000164 0001745 0993507 0163988 0272173 0252961 0829032,action fantasy,115,us,en,2011,0000110,7.0,871164,0023400 0047120 0051941,https://m.media-amazon.com/images/M/MV5BOGE4NzU1YTAtNzA3Mi00ZTA2LTg2YmYtMDJmMThiMjlkYjg2XkEyXkFqcGdeQXVyNTgzMDMzMTg@.jpg,powerful arrogant god Thor Asgard amongst humans Midgard Earth finest defenders
1843866,Captain America: The Winter Soldier (2014),0262635 0000168 0424060 0000602 1659221 1107001 1130627 0342029 0380073 0885840,action adventure sci-fi thriller,136,us,en fr,2014,0751577 0751648,7.8,868893,0047120 0051941 0008970,https://m.media-amazon.com/images/M/MV5BMzA2NDkwODAwM15BMl5BanBnXkFtZTgwODk5MTgzMTE@.jpg,Steve Rogers role modern world fellow Avenger S.H.I.E.L.D agent Black Widow battle new threat history assassin Winter Soldier
0086250,Scarface (1983),0000199 0000874 0000201 0001512 0005162 0173125 0000719 0791502 0950867 0757774,crime drama,170,us,en es,1983,0000361,8.3,868665,0005073,https://m.media-amazon.com/images/M/MV5BNjdjNGQ4NDEtNTEwYS00MTgxLTliYzQtYzE2ZDRiZjFhZmNlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@.jpg,Miami determined Cuban immigrant drug cartel succumbs
0075314,Taxi Driver (1976),0007958 0012524 0034519 0034082 0043039 0001967 0000983 0169903 0192276 0000134,crime drama,114,us,en es,1976,0000217,8.2,867060,0050868 0043923 0013906,https://m.media-amazon.com/images/M/MV5BM2M1MmVhNDgtNmI0YS00ZDNmLTkyNjctNTJiYTQ2N2NmYzc2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@.jpg,unstable veteran nighttime taxi driver New York City decadence sleaze fuels urge violent action
0458339,Captain America: The First Avenger (2011),0262635 2017943 1659221 0000169 0915989 1002641 0035514 0001804 0000168 0429363,action adventure sci-fi,124,us,en no fr,2011,0002653,6.9,866752,0023400 0047120 0051941,https://m.media-amazon.com/images/M/MV5BMTYzOTc2NzU3N15BMl5BanBnXkFtZTcwNjY3MDE3NQ@@.jpg,Steve Rogers rejected military soldier Captain America dose Super-Soldier serum Captain America price warmonger terrorist organization
0180093,Requiem for a Dream (2000),0000995 0001467 0000124 0005541 0001520 0489837 0476040 0765423 0791877 2999980,drama,102,us,en,2000,0004716,8.3,863480,0014903 0042682 0067219 0062935 0024345 0069968 0049489 0076907,https://m.media-amazon.com/images/M/MV5BOTdiNzJlOWUtNWMwNS00NmFlLWI0YTEtZmI3YjIzZWUyY2Y3XkEyXkFqcGdeQXVyNjU0OTQ0OTY@.jpg,drug-induced utopias Coney Island people addictions
6751668,Parasite (2019),0814280 1310525 1856097 6079248 6476224 7553003 4525883 3745391 7616095 10700274,drama thriller,132,kr,ko en,2019,0094435,8.5,859851,0043365 0197091,https://m.media-amazon.com/images/M/MV5BYWZjMjk3ZTItODQ2ZC00NTY5LWE0ZDYtZTI3MjcwN2Q5NTVkXkEyXkFqcGdeQXVyODk4OTc3MTY@.jpg,Greed class discrimination symbiotic relationship wealthy Park family destitute Kim clan
1010048,Slumdog Millionaire (2008),2353862 0795661 0438463 0958861 1261643 2951768 0451234 3193259 3193597 3193847,crime drama romance,120,gb,en hi fr de,2008,0000965 0849164,8.0,859563,0152921 0197272 0022869,https://m.media-amazon.com/images/M/MV5BZmNjZWI3NzktYWI1Mi00OTAyLWJkNTYtMzUwYTFlZDA0Y2UwXkEyXkFqcGdeQXVyNjU0OTQ0OTY@.jpg,Mumbai teenager life Indian version Millionaire
0253474,The Pianist (2002),0004778 0288976 0954076 0832380 0513520 0277975 0962577 0713469 0611148 0725956,biography drama music war,150,fr pl de gb,en de ru,2002,0000591,8.5,858815,0024473 0030304 0053177 0104170 0028557 0047476 0024879 0043688 0049230 0086499,https://m.media-amazon.com/images/M/MV5BOWRiZDIxZjktMTA1NC00MDQ2LWEzMjUtMTliZmY3NjQ3ODJiXkEyXkFqcGdeQXVyNjU0OTQ0OTY@.jpg,Polish Jewish musician destruction Warsaw ghetto World War II
0435761,Toy Story 3 (2010),0000158 0000741 0000349 0000885 0725543 0000474 0001728 0001652 0364680 0606658,animation adventure comedy family fantasy,103,us jp,en es,2010,0881279,8.3,857416,0008970 0017902 0393095,https://m.media-amazon.com/images/M/MV5BMTgxOTY4Mjc0MF5BMl5BanBnXkFtZTcwNTA4MDQyMw@@.jpg,toys day-care center attic right Andy college Woody toys home
0066921,A Clockwork Orange (1971),0000532 0535861 0060988 0165049 0166979 0180920 0240268 0268306 0290117 0332842,crime sci-fi,136,gb us,en,1971,0000040,8.3,849661,0002663 0734629 0113563 0059123 0067017,https://m.media-amazon.com/images/M/MV5BMTY3MjM1Mzc4N15BMl5BanBnXkFtZTgwODM0NzAxMDE@.jpg,future sadistic gang leader volunteers conduct-aversion experiment
0903624,The Hobbit: An Unexpected Journey (2012),0005212 0293509 0035514 0832792 0574615 0456270 0626362 1053536 0641063 2636108,adventure fantasy,169,nz us,en,2012,0001392,7.8,845289,0007143 0046718 0046203,https://m.media-amazon.com/images/M/MV5BMTcwNTE4MTUxMl5BMl5BanBnXkFtZTcwMDIyODM4OA@@.jpg,reluctant Hobbit Bilbo Baggins Lonely Mountain spirited group dwarves mountain home gold dragon Smaug
1454468,Gravity (2013),0000113 0000123 0000438 1241511 2060857 1741430 3390180,drama sci-fi thriller,91,gb us,en kl,2013,0190859,7.7,841763,0002663 0164586 0159772,https://m.media-amazon.com/images/M/MV5BNjE5MzYwMzYxMF5BMl5BanBnXkFtZTcwOTk4MTk0OQ@@.jpg,astronauts accident space
0145487,Spider-Man (2002),0001497 0000353 0000379 0290556 0731772 0365281 0799777 0542133 0065418 0638056,action adventure sci-fi,121,us,en,2002,0000600,7.4,841499,0050868 0095134 0095403,https://m.media-amazon.com/images/M/MV5BZDEyN2NhMjgtMjdhNi00MmNlLWE5YTgtZGE4MzNjMTRlMGEwXkEyXkFqcGdeQXVyNDUyOTg3Njg@.jpg,genetically-modified spider shy teenager gains spider-like abilities injustice masked superhero face vengeful enemy
2278388,The Grand Budapest Hotel (2014),0000146 0000719 0023832 0004778 0000353 0000156 0000172 0000179 0000195 0001570,adventure comedy crime,99,us de,en fr de,2014,0027572,8.1,841432,0028932 0215519 0053177 0108325 0420822 0093765,https://m.media-amazon.com/images/M/MV5BMzM5NjUxOTEyMl5BMl5BanBnXkFtZTgwNjEyMDM0MDE@.jpg,writer owner high-class hotel early years lobby boy hotel glorious years exceptional concierge
1228705,Iron Man 2 (2010),0000375 0000569 0000332 0424060 0005377 0000620 0000168 0163988 0805476 0788009,action sci-fi,124,us,en fr ru,2010,0269463,6.9,838939,0023400 0047120 0051941 0008347,https://m.media-amazon.com/images/M/MV5BZGVkNDAyM2EtYzYxYy00ZWUxLTgwMjgtY2VmODE5OTk3N2M5XkEyXkFqcGdeQXVyNTgzMDMzMTg@.jpg,world aware identity Iron Man Tony Stark health vengeful mad man ties father legacy
0416449,300 (2006),0124930 0372176 0922035 0920992 0716490 1055413 0936300 0687091 0862907 0763928,action drama,117,us ca bg,en,2006,0811583,7.6,838040,0002663 0159111 0167271 0129244 0014103 0140758 0122265,https://m.media-amazon.com/images/M/MV5BMjc4OTc0ODgwNV5BMl5BanBnXkFtZTcwNjM1ODE0MQ@@.jpg,Leonidas Sparta force men Persians Thermopylae B.C
1663202,The Revenant (2015),0000138 0362766 1727304 2401020 5569442 2167957 0427379 3825855 0397258 7506216,action adventure drama western,156,hk tw us,en paw fr,2015,0327944,8.0,829752,0007127 0430860 0007127 0017525 0186210 0088354 0613493 0235429 0796952,https://m.media-amazon.com/images/M/MV5BMDE5OWMzM2QtOTU2ZS00NzAyLWI2MDEtOTRlYjIxZGM0OWRjXkEyXkFqcGdeQXVyODE5NzE3OTE@.jpg,frontiersman fur trading expedition fights survival bear dead members hunting team
0118715,The Big Lebowski (1998),0000313 0000422 0000194 0000114 0399663 0000450 0005346 0600657 0671032 0001780,comedy crime,117,us gb,en de he es,1998,0001054 0001053,8.1,828844,0030612 0057311,https://m.media-amazon.com/images/M/MV5BMTQ0NjUzMDMyOF5BMl5BanBnXkFtZTgwODA1OTU0MDE@.jpg,Jeff Dude Lebowski mistaken millionaire name restitution ruined rug bowling buddies
0120915,Star Wars: Episode I - The Phantom Menace (1999),0000553 0000191 0000204 0005157 0001519 0000278 0203882 0702934 0078886 0000355,action adventure fantasy sci-fi,136,us,en sa,1999,0000184,6.5,826548,0071326,https://m.media-amazon.com/images/M/MV5BYTRhNjcwNWQtMGJmMi00NmQyLWE2YzItODVmMTdjNWI0ZDA2XkEyXkFqcGdeQXVyNTAyODkwOQ@@.jpg,Jedi hostile blockade allies young boy balance Force long dormant Sith resurface original glory
0246578,Donnie Darko (2001),0350453 0651660 0350454 0153738 0001521 0001166 0851833 0000664 0389015 0820574,drama mystery sci-fi thriller,113,us,en,2001,0446819,8.0,821026,0008059 0148520 0064962 0081469,https://m.media-amazon.com/images/M/MV5BZjZlZDlkYTktMmU1My00ZDBiLWFlNjEtYTBhNjVhOTM4ZjJjXkEyXkFqcGdeQXVyMTMxODk2OTU@.jpg,bizarre accident troubled teenager visions man large rabbit suit series crimes
0050083,12 Angry Men (1957),0000842 0275835 0002011 0550855 0001430 0083081 0912001 0000020 0842137 0003225,crime drama,96,us,en,1957,0001486,9.0,815862,0032902,https://m.media-amazon.com/images/M/MV5BMWU4N2FjNzYtNTVkNC00NzQ0LTg0MjAtYTJlMjFhNGUxZDFmXkEyXkFqcGdeQXVyNjc1NTYyMjg@.jpg,jury New York City murder trial single member skeptical caution forces evidence hasty verdict
3498820,Captain America: Civil War (2016),0262635 0000375 0424060 1659221 1107001 0000332 0719637 1569276 0079273 0647634,action sci-fi,147,us,en de xh ru ro,2016,0751577 0751648,7.8,814336,0051941 0592249 0053177 0133840 0047120 0008970,https://m.media-amazon.com/images/M/MV5BMjQ0MTgyNjAxMV5BMl5BanBnXkFtZTgwNjUzMDkyODE@.jpg,Political involvement Avengers affairs rift Captain America Iron Man
0121766,Star Wars: Episode III - Revenge of the Sith (2005),0000191 0000204 0159789 0001519 0000168 0001751 0000568 0000355 0000489 1095720,action adventure fantasy sci-fi,140,us it ch th,en,2005,0000184,7.6,813753,0071326 0123767 0169824 0132719 0150127,https://m.media-amazon.com/images/M/MV5BNTc4MTc3NTQ5OF5BMl5BanBnXkFtZTcwOTg0NjI4NA@@.jpg,years Clone Wars Obi-Wan new threat Anakin Chancellor Palpatine sinister plot galaxy
0241527,Harry Potter and the Sorcerer's Stone (2001),0001321 0001749 0001059 1196732 0705356 0789716 0577982 0341743 0212600 0001324,adventure family fantasy,152,gb us,en la,2001,0001060,7.6,811957,0002663 0159772 0046151,https://m.media-amazon.com/images/M/MV5BNmQ0ODBhMjUtNDRhOC00MGQzLTk5MTAtZDliODg5NmU5MjZhXkEyXkFqcGdeQXVyNDUyOTg3Njg@.jpg,boy enrolls school wizardry truth family terrible evil magical world
1119646,The Hangover (2009),0177896 1159180 0302108 0058581 0001287 0056936 0001787 0421822 0006713 0005512,comedy,100,us de,en,2009,0680846,7.7,809923,0002663 0159111 0221959 0275851,https://m.media-amazon.com/images/M/MV5BNGQwZjg5YmYtY2VkNC00NzliLTljYTctNzI5NmU3MjE2ODQzXkEyXkFqcGdeQXVyNzkwMjQ5NzM@.jpg,buddies bachelor party Las Vegas memory previous night bachelor way city order friend wedding
1825683,Black Panther (2018),1569276 0430107 2143282 1775091 0293509 2257207 4004793 6328300 1250791 0000291,action adventure sci-fi,134,us,en sw qba xh ko,2018,3363032,7.3,804213,0051941 0008970,https://m.media-amazon.com/images/M/MV5BMTg1MTY2MjYzNV5BMl5BanBnXkFtZTgwMTc4NTMwNDI@.jpg,T'Challa heir hidden advanced kingdom Wakanda people new future challenger country past
10872600,Spider-Man: No Way Home (2021),4043618 3918035 1212722 8188622 0269463 0004937 0000353 0000547 0938950 1727825,action adventure fantasy sci-fi,148,us,en,2021,1218281,8.2,804196,0050868 0532247 0051941,https://m.media-amazon.com/images/M/MV5BZWMyYzFjYTYtNTRjYi00OGExLWE2YzgtOGRmYjAxZTU3NzBiXkEyXkFqcGdeQXVyMzQ0MzA0NTM@.jpg,Spider-Man identity Peter Doctor Strange help spell wrong dangerous foes worlds Peter Spider-Man
0245429,Spirited Away (2001),0383708 0997115 0622412 0619822 0768005 0309107 1126340 1112144 1126978 0370632,animation adventure family fantasy mystery,125,jp,ja,2001,0594503,8.6,793088,0016626 0048420 0003850 0169264 0049546 0032110 0148513,https://m.media-amazon.com/images/M/MV5BMjlmZmI5MDctNDE2YS00YWE0LWE5ZWItZDBhYWQ0NTcxNWRhXkEyXkFqcGdeQXVyMTMxODk2OTU@.jpg,family move suburbs sullen 10-year-old girl wanders world gods witches spirits world humans beasts
